ID,Name,Description,Aliases
"exicon-1753308841697-post-hole-diggers","Post Hole Diggers","<p>Using your log, pole, post, etc. (Fault Line has two-man poles) stand it on its end and squat and lift using your legs, shoulders and arms to lift the pole until your arms are extended over head. Then reverse the upper body portion to bring the pole down. That's one rep! This is a great full body exercise when done correctly.</p>",""
"exicon-1753308841914-power-merkin","Power Merkin","<p>Power Merkin Merkin performed with your planking partner''s feet up on your back. The bigger your partner, the more power required to complete the merkin.</p>",""
"exicon-1753308842132-prayer-squat","Prayer Squat","<p>A body-weight squat performed with hands clasped in front of your chest. Just like a goblet squat with a dumbbell, just without the dumbbell.</p>",""
"exicon-1779488003052-preposturous","Preposturous","<p>Stand with back, butt, head, shoulders, elbows, and backs of wrists pressed against a wall, feet slightly forward. Start with arms in a “W” (elbows bent ~90°). Keeping every point in full contact with the wall, slowly raise arms into a “Y” (or overhead) position, then lower back to “W.”</p><p>Q Tip: Because bad posture is preposterous. Call in sets of 5 (slow) or 20 (pulses). Pairs great with Back Widows, Prone T-Raises, and Supermans.</p>","[object Object]; [object Object]; [object Object]; [object Object]"
"exicon-1753308842345-pretzel-crunch","Pretzel Crunch","<p>Start on your six with legs bent, heels on the ground. Lift your left leg and put your left foot on your right knee. Put your left arm out straight and your right arm bent behind your head. In cadence, bring right elbow to left knee, then back down. Flapjack and repeato.</p>",""
"exicon-1753308842561-pretzel-stick","Pretzel Stick","<p>Similar to the pretzel crunch, but more painful. This time start on your six with legs straight out and cross one foot onto the opposite knee. Upper body same as pretzel crunch. When you lift for the crunch move, raise both upper and lower body so that you are again trying to bring one elbow to the opposite knee. Flapjack and repeato. This one hurts!</p>",""
"exicon-1753308842776-primate-humper-o-rama","Primate Humper O-Rama","This riff on Moneky Humpers never disappoints. It''s 3-way monkey humpers...Spider Monkey, Chimp Humpers, Gorilla Humpers Spider Monkey Humpers - Standard Monkey Humpers but with feet together. PAX will complain about the family jewels, so expect some MC Chimp Humpers - Standard Monkey Humpers (feet shoulder width apart) Gorilla Humpers - Standard Monkey Humpers but with feet more than shoulder width apart. Start with Spider Monkey Humpers, then Chimp Humpers, then Gorilla Humpers. These are on Q and should be done in rapid succession (no gaps) similar to Bolt 45s. The rep count is up to the Q. 15 seems easy....",""
"exicon-1753308843063-prime-time-merkin","Prime Time Merkin","<p>Standard merkin position EXCEPT one leg up, toe off the ground. As PAX are pushing up, switch legs on each rep (in a plyometric fashion). Named after Neon Deion Sanders, and his celebratory shuffle to the end zone on breakaway runs.</p>",""
"exicon-1753308843291-princess-tea-party","Princess Tea Party","<p>PAX grab a partner and form two rows with partners facing each other in plank position. Partners do Pattycake Merkins for set number of reps, followed by a Partner People's Chair (Back to back wall sit) for set time. Rinse and repeat as necessary.</p>",""
"exicon-1753308843502-prisindian-run-aka-prisoner-indian-run","Prisindian Run aka Prisoner Indian Run","<p>Standard Indian Run, but with your hands behind your head and elbows out in the \"peacock position\". Great mumble chatter reducer!</p>",""
"exicon-1753308843709-prisoner-cell-merkin-burpees-aka-pcmbs.","Prisoner Cell Merkin Burpees aka PCMBs.","<p>Drop to Plank, do 1 Merkin then bring your right knee in and back, do 1 Merkin then bring your left knee in and back, do 1 Merkin then bring both feet in and jump up = 1 PCMB complete. Try 10 of these. You''ll wish you stopped at 5.</p>",""
"exicon-1753308843920-prisoner's-squat","Prisoner's Squat","<p>Body-weight squat performed with hands on your head or laced behind your head.</p>",""
"exicon-1753308844130-protractor","Protractor","<p>While on six, Q calls out various angles to hold legs at, such as 10, 30, 45, 90 degrees. Regular way is to hold legs together but Q may call split or 3 dimensional where legs are held at the angle called but apart.</p>",""
"exicon-1753308844341-proud-mary","Proud Mary","Proud Mary Performed to \"Proud Mary\" by Creedence Clearwater Revival. Perform Big Boy Situps until ''Rolling'', switch to Gas Pumps for each \"Rolling\", then to Flutter kick after \"Rolling\", then back to Gas Pumps during \"Rolling\", then back to Big Boy Situps. Repeat til song ends.",""
"exicon-1753308844638-pseudo-planche-merkins","Pseudo Planche Merkins","<p>Start in standard push-up position turning you hands until your fingers point to the toes. Next walk your feet up until you feel you are about to teeter over. Hands are as close to the belly as you can get. Perform 'Merkins. Great Bicep exercise.</p>",""
"exicon-1753308844845-pull-up-squats","Pull-up Squats","<p>Do one pull-up. Drop down, squat once, then repeat. (Thanks Tiny Dancer in Swamp Rabbit.)</p>",""
"exicon-1753308845042-pullerama","Pullerama","<p>A pull-up routine of no specific composition.</p>",""
"exicon-1753308845265-pump-jack","Pump Jack","<p>Pax pair up and get in plank position. The Q chooses a number of merkins (we use 5) per set. Pax 1 does 5 merkins while pax 2 planks, then switch. Continue alternating merkins and planking until one pax in the pair reaches merkin failure. After failure each pair gets up and lunge walks in circles around the other pax pairs until the last team reaches failure. The pairs must encourage and push each other and then encourage others while lunge walking. Last team to fail wins. Named pump jack because all the pax going up and down during merkins looks like a field full of oil wells with pump jacks, and you are pumped when it is over. Proper merkin form must be used by all. With an uneven number of pax the Q does merkins on his own.</p>",""
"exicon-1753308845479-punch-up-merkin","Punch-up Merkin","<p>In typical Merkin position go down and back up, then punch straight out, to the side, or up (for a real burn) 10 times with right arm. Do another merkin and repeat with left arm. Best done OYO or during a circuit routine.</p>",""
"exicon-1753308845704-pure-burn","Pure BURN","<p>1. Face a wall, fence....anything that you can hold onto; 2. Get in the squat position 3/4 up while holding the fence; 3. On the balls of your feet (tip toes); 4. Pulse 3/4 down to 1/2 (90 degrees) X 10; 5. Pulse 1/2 all the way down X10. Repeat until PAX complains... it wont take long.</p>",""
"exicon-1753308845912-pusherama","Pusherama","<p>A chest routine of no specific composition, done to TBQ.</p>",""
"exicon-1753308846138-quadraphilia","Quadraphilia","<p>Find a steep hill (Hill of pain). Set a timer, i.e. 4 minutes. Run forward down the hill and run backwards up the hill repeato until the timer runs out.</p>",""
"exicon-1753308846358-quarter-pounder","Quarter Pounder","<p>Done on a Football field or a large parking lot. Sprint to the 25 yards and Do 25 merkins, Run backwards to Goal And Sprint to the 50 and do 50 squats, Backwards to Goal Line sprint to the 75 and do 75 Mountain Climbers, Run backwards to the goal line and sprint to the hundred and do 100 SSH. mix and match exercises for the reps. Do it with a Bricks for a Quarter Pounder with cheese. Rinse and repeat for a Double Quarter Pounder.</p>",""
"exicon-1753308846567-racoon-crawl","Racoon Crawl","<p>Narrow-grip crawl done along the top of a short wall or stadium bench.</p>",""
"exicon-1753308846773-railroad-tracks","Railroad Tracks","<p>The twisted sister of the Indian Run. Pax start in single file line. First pax drops to low plank, second pax jumps over first pax runs 5 yards and gets in low plank. Third pax jumps over both pax runs 5 yards and gets in low plank. After all pax have gone, the first pax jumps over all the pax and returns to low plank. This is continued until the destination is reached. The name derived from the pax looking like Railroad ties as you continuously hop over one another.</p>",""
"exicon-1753308846980-railroaders","Railroaders","<p>One or more railroad ties needed. Split into 2-3 people per group. Each group takes turns on the railroad ties. 1st Round - Each group performs 20 overhead presses, while everyone else planks. 2nd Round - Each group performs 20 curls, while everyone else holds Al Gore. 3rd Round - Each group performs 20 dips, while everyone else performs flutter kicks. 4th Round - Each group performs 20 bent over rows, while everyone else lunges. Rinse &amp; repeat as needed or change out exercises and reps as needed.</p>",""
"exicon-1753308847186-rampage","Rampage","<p>Performed at nearest hill or stairs. Starting at top, perform exercise of choice with X amount of reps. Once complete, bear crawl down the hill/stairs. At bottom, perform exercise of choice with X amount of reps. Once complete, crawl bear up the hill/stairs to the top. Down/up = 1 round. No limits on Q's choice of rounds.</p>",""
"exicon-1753308847398-randorama","Randorama","<p>A series of completely unrelated and seemingly disjointed exercises done at an exhaustively rapid pace.</p>",""
"exicon-1753308847613-randys","Randys","<p>You've seen A Christmas story, poor Randy can't put his arms down. With arms straight out but with palms face down, move arms up and down 6 to 12 inches in cadence. Best used following Moroccan night clubs or similar shoulder exercise i.e. overhead claps, Jack Webb's.</p>",""
"exicon-1753308847826-ranger-merkins","Ranger Merkins","<p>Merkin position - however, your hands should be placed back more in line with your rib cage instead of your shoulders.</p>",""
"exicon-1753308848038-rapid-fire-rock-set","Rapid Fire Rock Set","<p>Grab exercise rock. Exercises done in civilian cadence with Q calling up or down and PAX calling number. Do exercise to predetermined number (15 or 20 is good). No rest between sets. Example is curl, tri extension, overhead press done twice. Can follow press with overhead hold.</p>",""
"exicon-1753308848247-red-bull-smurf-jack","Red Bull Smurf Jack","<p>Same as the standard smurf jack, except high-tempo cadence at 2 or 3 times the speed of a normal cadence. Always done in cadence, no less than 20. 20 is challenging, 30 will take your breath away, and 40 would be a very high level of achievement. Heart rate spikes, so be mindful of what the PAX can handle.</p>",""
